CNTSCHID,CNTSTUID,ST001D01T,ST003D02T,ST003D03T,ST004D01T,ST250D06JA,ST250D07JA,PV1MATH,PV1READ,PV1SCIE
76400085,76403641,10,10,2006,1,7640001,7640002,522.761,520.997,523.411
76400085,76403871,11,7,2006,1,7640001,7640001,631.086,526.754,573.779
76400085,76404182,10,4,2007,1,7640001,7640001,581.199,585.129,629.248
76400085,76404632,9,4,2007,1,7640001,7640002,555.459,563.469,545.41
76400085,76404780,10,12,2006,1,7640001,7640002,453.379,429.423,462.352
76400085,76404899,11,7,2006,1,7640002,7640001,656.005,657.517,615.096
76400085,76404920,10,1,2007,1,7640001,7640002,548.947,463.034,524.45
76400085,76405312,10,8,2006,1,7640001,7640001,519.531,465.197,511.638
76400085,76405460,10,2,2007,1,7640001,7640001,607.615,600.711,566.39
76400085,76405655,10,3,2007,1,7640001,7640002,613.419,544.425,591.387
76400085,76405826,10,1,2007,1,7640001,7640001,507.57,545.571,543.789
76400085,76406193,10,5,2007,1,7640001,7640001,426.047,427.722,362.697
76400085,76406507,10,10,2006,1,7640001,7640001,496.477,568.24,482.109
76400085,76406542,10,11,2006,1,7640001,7640002,607.903,623.974,558.915
76400085,76407031,10,10,2006,1,7640001,7640001,428.638,424.03,501.691
76400085,76407873,10,8,2006,1,7640001,7640002,514.278,432.88,542.075
76400085,76407951,10,9,2006,1,7640001,7640001,662.993,519.433,636.532
76400085,76408330,10,5,2007,1,7640001,7640001,468.229,377.325,421.137
76400085,76408377,11,6,2006,1,7640001,7640001,557.775,488.414,517.845
76400085,76408705,10,11,2006,1,7640001,7640001,507.335,461.464,530.2
76400085,76408857,10,2,2007,1,7640001,7640001,651.362,476.764,624.83
76400085,76408888,10,9,2006,1,7640001,7640001,634.182,603.818,604.795
76400085,76408919,10,5,2007,1,7640001,7640002,531.053,584.494,564.103
76400085,76409013,10,1,2007,1,7640001,7640002,560.958,559.2,576.612
76400086,76400078,10,10,2006,2,7640001,7640002,382.908,412.683,399.547
76400086,76400400,10,6,2006,1,7640002,7640002,342.236,410.068,390.042
76400086,76401135,10,10,2006,2,7640002,7640002,387.602,438.534,359.782
76400086,76401230,10,10,2006,2,7640002,7640002,514.901,474.892,484.111
76400086,76402250,10,10,2006,2,7640001,7640002,372.449,311.221,393.856
76400086,76402257,10,5,2007,1,7640002,7640002,341.545,425.447,441.754
76400086,76402326,10,8,2006,1,7640001,7640002,395.868,468.018,411.848
76400086,76402336,9,5,2007,2,7640001,7640002,373.308,312.956,333.803
76400086,76402355,10,4,2007,1,7640002,7640002,379.902,347.415,326.402
76400086,76402641,9,4,2007,1,7640001,7640002,361.335,373.053,362.857
76400086,76403005,10,3,2007,2,7640001,7640002,464.003,386.738,457.897
76400086,76403233,10,5,2007,2,7640002,7640002,499.955,468.379,541.248
76400086,76404329,10,9,2006,2,7640001,7640002,332.413,233.338,369.543
76400086,76404341,10,4,2007,2,7640002,7640001,390.502,419.091,456.612
76400086,76404457,10,12,2006,2,7640001,7640002,393.998,350.815,428.348
76400086,76404711,9,12,2006,2,7640001,7640002,301.641,264.281,195.088
76400086,76404794,10,6,2006,1,7640002,7640002,387.242,388.031,409.676
76400086,76404833,10,5,2007,1,7640001,7640002,307.708,376.655,381.074
76400086,76405070,9,1,2007,2,7640001,7640001,410.573,300.551,388.42
76400086,76405195,9,4,2007,2,7640001,7640001,318.556,245.631,339.394
76400086,76405563,10,7,2006,1,7640002,7640002,352.692,368.106,385.994
76400086,76405635,9,4,2007,2,7640001,7640002,299.856,227.429,366.208
76400086,76405756,9,3,2007,2,7640002,7640002,350.548,321.599,348.916
76400086,76406039,10,6,2006,1,7640001,7640002,296.121,314.538,330.39
76400086,76406269,9,2,2007,1,7640001,7640002,333.959,206.809,360.239
76400086,76406357,10,10,2006,2,7640001,7640002,419.48,362.665,432.052
76400086,76406540,10,5,2007,2,7640001,7640002,330.737,312.489,366.243
76400086,76406647,10,10,2006,1,7640001,7640002,270.567,365.855,389.46
76400086,76407146,10,2,2007,1,7640002,7640002,472.351,459.685,380.472
76400086,76407531,10,6,2006,1,7640001,7640002,419.53,429.83,460.38
76400086,76407543,10,11,2006,2,7640001,7640002,421.011,374.996,485.081
76400086,76407833,10,6,2006,1,7640002,7640002,425.727,413.687,389.947
76400086,76408226,10,2,2007,1,7640001,7640001,381.247,346.026,423.375
76400086,76408237,10,12,2006,1,7640002,7640002,419.568,447.561,474.355
76400086,76408322,10,9,2006,1,7640001,7640001,334.297,377.664,348.007
76400087,76400409,9,1,2007,2,7640001,7640002,334.68,331.692,355.168
76400087,76400416,9,5,2007,2,7640001,7640002,408.766,372.41,380.002
76400087,76404849,9,3,2007,1,7640002,7640002,413.087,372.957,344.638
76400088,76400211,10,8,2006,1,7640001,7640001,325.934,333.461,425.693
76400088,76400370,9,1,2007,2,7640002,7640001,250.881,310.625,307.942
76400088,76401006,10,12,2006,1,7640001,7640002,345.506,315.882,396.437
76400088,76401048,10,12,2006,1,7640002,7640002,338.849,360.057,392.351
76400088,76401165,10,8,2006,2,7640001,7640001,368.271,424.183,369.726
76400088,76401224,11,9,2006,1,7640001,7640002,299.613,302.247,272.56
76400088,76401713,10,12,2006,2,7640001,7640002,337.804,313.476,353.488
76400088,76402189,10,8,2006,1,7640001,7640002,419.218,333.257,367.014
76400088,76402308,9,3,2007,1,7640001,7640001,244.923,236.186,262.962
76400088,76402439,10,7,2006,1,7640001,7640001,340.589,297.104,309.11
76400088,76402582,10,10,2006,1,7640001,7640002,456.297,489.444,474.217
76400088,76402802,10,10,2006,1,7640002,7640002,377.335,430.461,547.544
76400088,76402921,10,12,2006,2,7640001,7640002,420.428,356.959,442.815
76400088,76403116,10,4,2007,1,7640001,7640002,440.523,426.236,399.604
76400088,76403281,10,4,2007,1,7640001,7640002,476.056,511.355,584.085
76400088,76403574,9,4,2007,2,7640002,7640001,362.748,334.775,400.614
76400088,76403613,10,10,2006,2,7640002,7640002,408.621,394.416,402.294
76400088,76404481,10,4,2007,2,7640001,7640002,342.025,385.937,418.003
76400088,76404534,10,10,2006,1,7640001,7640002,464.119,457.094,456.324
76400088,76404591,10,7,2006,2,7640001,7640002,490.046,423.123,518.436
76400088,76404835,10,1,2007,1,7640002,7640002,359.663,455.936,330.97
76400088,76405023,10,2,2007,2,7640001,7640001,326.47,273.337,370.467
76400088,76405065,10,9,2006,2,7640002,7640002,439.609,441.394,498.13
76400088,76405229,10,8,2006,1,7640002,7640002,424.225,459.149,478.66
76400088,76405244,9,5,2007,1,7640001,7640001,395.916,411.556,413.23
76400088,76405598,10,10,2006,2,9999999,9999999,321.508,344.72,358.792
76400088,76405680,10,2,2007,1,9999999,9999999,391.262,361.357,396.789
76400088,76405783,10,11,2006,1,7640001,7640002,362.859,320.625,337.885
76400088,76405844,10,6,2006,2,7640001,7640001,328.689,284.262,332.943
76400088,76405945,10,10,2006,1,7640001,7640002,360.625,400.937,412.01
76400088,76406131,10,3,2007,1,7640002,7640001,390.537,417.19,428.131
76400088,76406137,10,11,2006,1,7640001,7640002,375.069,290.977,345.239
76400088,76406550,10,4,2007,2,7640001,7640002,294.166,137.81,355.757
76400088,76406829,10,4,2007,1,7640001,7640002,293.574,307.964,304.569
76400088,76407195,10,1,2007,1,7640001,7640002,458.351,483.229,487.979
76400088,76407237,10,5,2007,2,9999999,9999999,331.188,325.761,357.992
76400088,76407690,10,2,2007,1,7640001,7640002,536.176,438.337,484.64
76400088,76407896,11,7,2006,1,7640002,7640002,427.265,481.829,391.626
76400088,76408275,10,1,2007,2,7640001,7640002,339.744,214.399,346.653
76400088,76408547,10,10,2006,1,7640001,7640002,458.824,448.847,458.87
76400088,76408734,10,6,2006,1,7640001,7640001,347.514,376.107,337.439
76400088,76408886,10,8,2006,1,7640001,7640001,300.002,375.639,351.138
76400089,76400045,10,1,2007,2,7640002,7640002,428.754,360.883,443.271
76400089,76400256,10,5,2007,1,7640002,7640001,372.481,396.474,417.651
76400089,76400335,9,1,2007,2,7640002,7640002,294.602,336.463,397.225
76400089,76400371,10,11,2006,1,7640001,7640002,330.447,310.506,379.307
76400089,76400538,10,9,2006,1,7640001,7640002,382.75,336.306,370.787
76400089,76400547,10,7,2006,1,7640001,7640001,266.425,270.566,300.588
76400089,76400899,10,10,2006,2,7640001,7640002,354.516,384.108,417.431
76400089,76400961,10,8,2006,1,7640002,7640002,454.786,403.145,523.148
76400089,76401232,10,11,2006,1,7640001,7640002,392.808,415.358,383.698
76400089,76401784,10,8,2006,2,7640001,7640002,344.519,296.73,279.393
76400089,76402412,10,3,2007,1,7640001,7640002,447.249,388.002,415.8
76400089,76402576,10,7,2006,1,7640001,7640002,395.075,362.157,398.681
76400089,76402714,10,11,2006,1,7640002,7640002,378.169,426.397,446.554
76400089,76402958,10,3,2007,1,7640001,7640002,416.42,357.034,435.804
76400089,76403070,10,12,2006,1,7640002,7640002,355.649,292.941,409.815
76400089,76403196,10,8,2006,2,7640001,7640002,364.639,365.95,389.003
76400089,76403359,10,11,2006,1,7640002,7640001,357.247,349.046,393.561
76400089,76403455,10,10,2006,1,7640001,7640002,443.093,348.815,353.877
76400089,76403628,10,1,2007,2,7640001,7640002,469.951,430.804,509.467
76400089,76404134,9,6,2006,1,7640001,7640002,385.17,354.984,377.066
76400089,76404162,9,1,2007,2,7640001,7640002,310.726,322.378,321.027
76400089,76404253,10,1,2007,1,7640001,7640002,380.934,316.031,290.719
76400089,76404436,10,8,2006,2,7640002,7640002,403.127,403.312,391.412
76400089,76405037,10,10,2006,1,7640001,7640002,405.33,506.776,474.744
76400089,76405260,10,11,2006,2,7640001,7640002,382.353,372.235,415.937
76400089,76406413,10,3,2007,1,7640001,7640001,399.739,380.277,473.654
76400089,76407197,9,5,2007,1,7640001,7640002,375.771,323.744,300.516
76400089,76407224,10,10,2006,1,7640001,7640002,375.982,329.228,358.373
76400089,76407243,9,1,2007,2,7640001,7640002,367.334,391.24,292.178
76400089,76407813,10,9,2006,1,7640001,7640002,363.764,306.792,351.893
76400089,76408122,10,12,2006,2,7640001,7640001,326.229,267.78,225.732
76400089,76408327,10,9,2006,1,7640002,7640002,410.146,438.243,443.376
76400089,76408990,10,7,2006,1,7640002,7640002,396.082,347.809,385.888
76400089,76409064,10,4,2007,1,7640001,7640002,447.944,431.219,497.895
76400090,76401396,10,6,2006,1,7640001,7640002,401.936,423.649,447.438
76400090,76401730,10,10,2006,2,7640001,7640002,436.737,486.92,404.47
76400090,76401736,10,2,2007,1,7640001,7640002,396.005,384.448,405.179
76400090,76403394,10,9,2006,1,7640002,7640002,325.496,367.935,379.405
76400090,76403920,10,1,2007,2,7640001,7640002,338.499,395.775,382.038
76400090,76405148,10,9,2006,2,7640002,7640002,303.973,301.836,365.549
76400090,76406240,10,2,2007,1,7640001,7640002,404.544,325.755,450.829
76400090,76406271,10,3,2007,2,7640001,7640002,362.774,349.119,445.761
76400091,76400183,9,5,2007,1,7640001,7640002,353.558,310.093,373.634
76400091,76401350,9,10,2006,2,7640001,7640002,409.14,436.872,362.283
76400091,76401510,9,4,2007,2,7640001,7640002,370.783,293.087,384.28
76400091,76401771,9,2,2007,2,7640001,7640002,460.89,379.784,434.528
76400091,76403082,9,12,2006,1,7640001,7640002,333.823,277.435,348.801
76400091,76403627,9,3,2007,1,7640001,7640001,377.845,345.725,383.709
76400091,76404380,9,5,2007,2,7640001,7640002,456.894,393.382,409.623
76400091,76408014,9,5,2007,1,7640002,7640002,321.866,306.713,310.959
76400091,76408538,9,3,2007,1,7640001,7640002,318.731,246.481,282.996
76400091,76408541,9,5,2007,1,7640001,7640002,374.99,349.361,425.702
76400091,76408579,9,5,2007,1,7640001,7640002,348.047,309.98,295.624
76400092,76400418,9,4,2007,2,7640001,7640001,380.539,376.484,383.574
76400092,76401992,9,2,2007,2,7640001,7640002,345.775,264.139,328.637
76400092,76402427,8,3,2007,1,7640001,7640002,249.559,295.026,298.467
76400092,76402888,9,2,2007,2,7640001,7640001,328.487,303.861,350.415
76400092,76402991,9,1,2007,1,7640001,7640002,392.449,380.598,435.968
76400092,76403474,9,5,2007,1,7640002,7640002,425.042,432.758,411.624
76400092,76403577,9,2,2007,1,7640002,7640002,373.642,394.278,309.121
76400092,76404324,9,4,2007,1,7640002,7640002,297.315,314.595,294.768
76400092,76405294,9,4,2007,1,7640002,7640002,403.691,398.569,400.025
76400092,76405310,9,5,2007,2,7640001,7640001,303.833,299.966,310.227
76400092,76406668,9,4,2007,2,7640001,7640002,398.533,327.701,379.72
76400092,76406879,9,4,2007,1,7640001,7640001,421.908,430.475,429.132
76400092,76406958,9,3,2007,2,7640001,7640002,415.262,410.812,436.377
76400092,76407108,9,4,2007,1,7640001,7640002,402.929,388.283,369.076
76400092,76407663,9,1,2007,2,7640001,7640001,358.49,356.404,359.414
76400092,76408426,9,3,2007,2,7640001,7640001,406.328,382.704,455.341
76400092,76408532,9,1,2007,1,7640001,7640002,459.245,460.849,461.814
76400092,76408542,9,5,2007,1,7640001,7640002,418.21,403.469,453.469
76400092,76408945,9,1,2007,1,7640002,7640002,354.716,317.286,395.523
76400093,76400933,9,9,2006,1,7640001,7640002,340.102,336.223,345.623
76400093,76401322,8,3,2007,2,7640001,7640001,380.451,299.9,396.381
76400093,76401631,9,4,2007,1,7640001,7640002,320.901,312.27,318.049
76400093,76402775,8,4,2007,2,7640002,7640002,334.763,255.407,308.387
76400093,76404211,8,1,2007,2,7640001,7640002,295.162,258.73,285.532
76400093,76404775,9,4,2007,2,7640002,7640002,276.46,246.147,194.843
76400094,76405952,9,5,2007,2,7640001,7640002,356.478,362.151,336.712
76400094,76407505,9,5,2007,2,7640002,7640001,292.508,286.189,237.089
76400094,76408141,9,1,2007,2,7640001,7640002,282.339,323.456,259.321
76400095,76400037,10,4,2007,2,7640002,7640001,488.759,428.563,497.537
76400095,76400399,10,12,2006,1,7640001,7640002,343.461,425.61,383.169
76400095,76400551,10,12,2006,1,7640002,7640002,279.607,269.497,288.468
76400095,76400724,10,11,2006,1,7640002,7640002,500.802,418.701,480.417
76400095,76400786,10,12,2006,2,7640001,7640001,579.368,541.791,578.265
76400095,76400881,10,2,2007,1,7640001,7640002,462.056,481.124,532.715
76400095,76401017,10,4,2007,2,7640001,7640001,543.529,503.565,615.045
76400095,76401020,11,6,2006,1,7640001,7640001,426.487,518.218,485.382
76400095,76401283,9,5,2007,1,7640001,7640002,519.412,428.334,501.092
76400095,76401837,10,4,2007,1,7640001,7640002,365.67,340.276,394.87
76400095,76402328,10,8,2006,1,7640001,7640002,431.961,419.805,343.18
76400095,76402424,10,1,2007,2,7640001,7640002,462.918,375.004,471.691
76400095,76403107,10,3,2007,1,7640001,7640001,450.602,369.482,461.198
76400095,76403438,10,12,2006,1,7640001,7640002,339.22,389.019,403.469
76400095,76404155,10,5,2007,1,7640001,7640002,394.675,351.46,437.377
76400095,76404455,10,3,2007,2,7640001,7640002,422.873,397.515,426.907
76400095,76404527,9,10,2006,2,7640001,7640001,501.694,454.882,494.147
76400095,76404568,10,9,2006,2,7640001,7640001,388.184,374.304,413.01
76400095,76404708,10,11,2006,1,7640001,7640002,487.617,486.782,458.1
76400095,76404848,10,6,2006,1,7640001,7640001,477.486,499.183,490.903
76400095,76405187,10,4,2007,2,7640001,7640001,410.434,331.661,435.586
76400095,76405525,10,8,2006,1,7640001,7640002,409.812,445.705,428.724
76400095,76405608,10,12,2006,1,7640002,7640002,411.434,413.972,422.061
76400095,76406172,10,8,2006,2,7640001,7640002,377.892,347.231,417.236
76400095,76406198,10,4,2007,1,7640001,7640002,313.181,410.597,335.836
76400095,76406266,10,3,2007,1,7640002,7640001,380.95,339.581,409.249
76400095,76406348,10,5,2007,1,7640001,7640002,266.758,273.251,332.784
76400095,76406408,10,4,2007,2,7640002,7640002,222.248,313.549,285.403
76400095,76406528,10,8,2006,1,7640001,7640001,380.516,353.739,381.124
76400095,76406604,10,1,2007,1,7640001,7640002,487.763,459.213,499.599
76400095,76406826,11,10,2006,2,7640001,7640002,377.272,366.618,438.062
76400095,76406915,10,8,2006,1,7640001,7640002,476.196,552.219,547.849
76400095,76407201,10,8,2006,2,7640001,7640002,519.576,400.562,498.394
76400095,76407613,10,11,2006,2,7640001,7640002,341.571,356.58,364.041
76400095,76408302,10,11,2006,1,7640001,7640001,444.384,452.808,452.488
76400095,76408576,10,10,2006,2,7640001,7640002,321.534,244.623,336.768
76400095,76408661,10,10,2006,1,7640001,7640002,418.705,373.751,456.221
76400095,76408908,10,1,2007,2,7640001,7640002,318.368,325.831,342.747
76400095,76408932,10,2,2007,1,7640001,7640002,406.448,436.157,407.976
76400095,76409079,10,4,2007,2,7640001,7640002,462.22,402.884,453.757
76400096,76400468,9,5,2007,2,7640002,7640002,606.372,510.311,630.573
76400096,76400864,10,12,2006,2,7640001,7640002,536.146,446.753,612.379
76400096,76401257,10,8,2006,2,7640002,7640002,463.223,506.919,531.625
76400096,76401456,10,12,2006,1,7640001,7640002,469.13,442.275,510.477
76400096,76401767,10,1,2007,1,7640002,7640002,583.784,550.824,609.321
76400096,76402078,10,12,2006,2,7640002,7640002,558.973,537.261,584.793
76400096,76402196,11,6,2006,1,7640001,7640001,506.943,495.488,543.731
76400096,76402332,10,2,2007,1,7640001,7640001,489.862,488.618,539.555
76400096,76402429,10,8,2006,1,7640001,7640001,555.582,451.421,543.134
76400096,76402502,10,9,2006,1,7640001,7640002,461.151,443.67,475.477
76400096,76402570,10,12,2006,1,7640001,7640002,518.147,498.1,641.523
76400096,76402595,10,11,2006,1,7640001,7640002,538.2,441.904,550.099
76400096,76402692,10,10,2006,2,7640002,7640002,623.689,614.986,640.604
76400096,76402702,10,7,2006,1,7640001,7640002,611.191,543.461,514.775
76400096,76402731,10,1,2007,1,7640001,7640001,550.819,522.4,524.457
76400096,76402752,10,9,2006,2,7640001,7640002,441.162,362.724,418.472
76400096,76403045,10,9,2006,1,7640001,7640002,497.442,478.242,490.738
76400096,76403496,10,10,2006,1,7640002,7640002,631.236,595.189,625.062
76400096,76403625,10,7,2006,1,7640001,7640002,423.268,496.084,449.681
76400096,76403630,10,12,2006,1,7640001,7640001,507.013,580.261,533.609
76400096,76403899,10,9,2006,2,7640001,7640002,615.558,607.289,637.794
76400096,76404042,10,9,2006,2,7640001,7640002,572.09,457.693,551.904
76400096,76404154,10,10,2006,1,7640001,7640002,481.985,467.505,480.982
76400096,76404405,10,7,2006,1,7640001,7640001,558.979,532.236,580.294
76400096,76404957,9,1,2007,1,7640001,7640002,568.337,493.198,609.911
76400096,76405152,10,10,2006,2,7640002,7640002,494.583,453.158,473.838
76400096,76405196,10,2,2007,1,7640002,7640002,564.964,533.107,542.325
76400096,76405200,10,9,2006,1,7640001,7640001,459.472,461.395,471.691
76400096,76405276,10,12,2006,1,7640001,7640002,485.851,379.032,433.476
76400096,76405439,10,3,2007,1,7640001,7640002,571.366,469.529,542.511
76400096,76405552,10,6,2006,1,7640001,7640002,495.385,468.928,486.123
76400096,76405569,10,11,2006,2,7640002,7640002,474.226,475.37,479.853
76400096,76405654,10,5,2007,1,7640002,7640001,567.447,531.225,567.781
76400096,76405857,10,9,2006,2,7640002,7640002,562.315,440.205,558.87
76400096,76406594,9,5,2007,1,7640002,7640001,459.498,471.351,457.116
76400096,76406777,10,12,2006,1,7640001,7640001,409.679,343.226,433.7
76400096,76407761,10,4,2007,1,7640001,7640002,517.306,501.494,534.99
76400096,76407837,10,3,2007,2,7640001,7640002,593.738,518.04,588.95
76400096,76408114,10,6,2006,2,7640002,7640002,549.94,510.052,507.685
76400096,76408721,10,8,2006,1,7640001,7640002,451.495,443.39,408.641
76400096,76408871,10,8,2006,1,7640002,7640002,524.629,473.048,566.565
76400096,76408992,10,2,2007,1,7640001,7640002,549.736,513.211,545.565
76400097,76400105,10,8,2006,2,7640002,7640002,268.376,299.188,290.805
76400097,76400757,10,1,2007,2,7640001,7640002,399.851,419.264,450.66
76400097,76400883,10,9,2006,1,7640002,7640002,318.144,377.997,435.108
76400097,76400941,10,3,2007,1,7640001,7640001,429.056,410.814,504.465
76400097,76401497,10,4,2007,1,7640001,7640002,382.125,337.828,475.616
76400097,76401672,10,8,2006,2,7640001,7640002,354.65,324.67,415.224
76400097,76401822,10,10,2006,1,7640001,7640002,357.894,365.575,388.71
76400097,76402020,10,3,2007,1,7640001,7640001,418.559,474.732,442.787
76400097,76402672,10,9,2006,2,7640001,7640002,292.55,416.308,408.275
76400097,76403201,10,1,2007,1,7640001,7640002,367.666,402.268,454.744
76400097,76403235,10,12,2006,1,7640001,7640001,373.353,360.584,480.442
76400097,76403434,10,2,2007,1,7640001,7640001,313.321,305.804,269.889
76400097,76403486,10,9,2006,2,7640002,7640002,276.401,356.13,336.165
76400097,76403576,10,10,2006,2,7640002,7640002,372.679,394.937,472.725
76400097,76403646,10,2,2007,1,7640001,7640001,346.638,359.46,343.91
76400097,76403653,10,10,2006,2,7640001,7640001,340.747,354.888,300.878
76400097,76403988,10,10,2006,1,7640001,7640002,277.607,334.661,319.882
76400097,76404316,10,12,2006,2,7640002,7640002,433.237,390.008,478.547
76400097,76404581,10,9,2006,1,7640001,7640002,468.338,508.438,443.307
76400097,76404680,10,9,2006,2,7640001,7640001,280.522,347.855,272.958
76400097,76404791,10,7,2006,1,7640001,7640002,383.059,396.787,498.407
76400097,76404997,10,3,2007,1,7640001,7640002,416.779,523.613,503.604
76400097,76405181,10,7,2006,1,7640001,7640002,350.105,353.274,422.658
76400097,76405220,10,2,2007,2,7640001,7640001,379.59,327.135,415.881
76400097,76405829,10,11,2006,2,7640001,7640001,455.137,357.647,474.174
76400097,76406036,10,10,2006,2,7640001,7640001,438.015,479.398,445.483
76400097,76406452,10,5,2007,2,7640001,7640001,394.102,320.322,403.328
76400097,76407121,10,7,2006,2,7640001,7640002,359.396,374.058,381.125
76400097,76407487,10,2,2007,2,7640001,7640002,406.632,371.905,391.967
76400097,76408036,10,7,2006,2,7640001,7640001,472.776,431.957,595.096
76400097,76408089,10,7,2006,2,7640001,7640002,354.147,413.227,412.64
76400097,76408267,11,7,2006,2,7640001,7640002,321.832,393.007,327.754
76400097,76408456,10,4,2007,2,7640001,7640002,383.319,429.286,393.124
76400097,76408461,10,7,2006,1,7640001,7640001,404.321,413.968,462.785
76400098,76400452,10,8,2006,1,9999999,7640002,492.887,566.122,566.465
76400098,76400484,10,2,2007,2,7640001,7640001,560.593,514.89,549.5
76400098,76401106,10,2,2007,1,7640001,7640001,645.906,561.492,611.173
76400098,76401406,10,7,2006,1,7640002,7640001,584.334,548.062,603.478
76400098,76401750,10,10,2006,1,7640001,7640002,620.935,565.379,578.767
76400098,76401851,9,2,2007,2,7640001,7640002,620.862,554.68,576.35
76400098,76402726,10,6,2006,1,7640001,7640002,572.652,599.85,609.957
76400098,76402845,10,11,2006,2,7640002,7640002,619.539,600.174,611.797
76400098,76403184,10,1,2007,2,7640001,7640002,600.355,563.001,584.724
76400098,76403203,10,11,2006,1,7640001,7640002,606.199,607.984,603.487
76400098,76403261,10,1,2007,2,7640001,7640002,693.279,613.669,643.488
76400098,76403286,10,7,2006,1,7640001,7640001,575.824,542.289,606.72
76400098,76403299,10,8,2006,2,7640001,7640002,578.492,506.091,521.923
76400098,76403367,10,12,2006,1,7640001,7640001,631.575,638.388,593.663
76400098,76403664,10,2,2007,1,7640001,7640002,477.693,429.546,471.206
76400098,76403823,10,4,2007,2,7640001,7640001,631.676,629.974,605.21
76400098,76403999,10,4,2007,1,7640001,7640002,622.844,545.486,586.984
76400098,76404027,10,11,2006,2,7640001,7640002,656.729,587.629,589.922
76400098,76404091,10,10,2006,1,7640002,7640002,576.132,562.807,610.271
76400098,76404096,10,6,2006,2,7640001,7640002,538.992,501.915,505.498
76400098,76404229,10,9,2006,1,7640001,7640002,594.345,539.506,646.18
76400098,76404471,10,11,2006,1,7640001,7640002,669.144,638.038,680.778
76400098,76404509,10,1,2007,2,7640002,7640002,556.565,470.355,543.378
76400098,76404972,10,2,2007,2,7640001,7640002,616.244,589.303,589.896
76400098,76405146,10,3,2007,2,7640001,7640002,580.308,536.391,614.745
76400098,76405185,10,10,2006,1,7640001,7640001,519.519,459.151,512.35
76400098,76405632,10,8,2006,1,7640001,7640002,526.571,500.176,511.935
76400098,76406029,11,6,2006,1,7640001,7640001,530.246,515.291,521.349
76400098,76406446,11,7,2006,1,7640002,7640001,537.798,558.719,568.425
76400098,76406500,10,1,2007,1,7640001,7640002,616.368,553.347,624.166
76400098,76406523,10,1,2007,2,7640001,7640001,663.92,595.035,606.276
76400098,76406750,10,9,2006,1,7640002,7640002,585.68,565.32,608.874
76400098,76407084,10,9,2006,2,7640001,7640002,560.62,576.096,557.031
76400098,76407339,11,6,2006,2,7640002,7640002,607.739,575.384,655.094
76400098,76407400,10,5,2007,1,7640001,7640001,592.061,567.566,616.957
76400098,76407540,10,3,2007,1,7640002,7640002,578.18,515.274,605.989
76400098,76407569,10,11,2006,1,7640001,7640002,637.017,541.299,607.903
76400098,76407636,10,1,2007,2,7640001,7640001,565.535,526.183,533.876
76400098,76408706,10,1,2007,2,7640001,7640001,606.451,510.693,604.156
76400098,76408781,10,9,2006,1,7640001,7640002,520.05,455.098,528.035
76400098,76409006,10,4,2007,1,7640002,7640002,623.233,531.341,587.458
76400098,76409028,10,7,2006,1,7640001,9999999,491.64,563.176,521.066
76400099,76400257,10,5,2007,1,7640002,7640002,431.343,394.009,442.615
76400099,76400735,10,3,2007,1,7640001,7640002,396.281,379.775,410.5
76400099,76401096,10,9,2006,2,7640001,7640002,408.655,380.564,404.738
76400099,76401146,10,11,2006,1,7640001,7640002,360.839,382.815,381.762
76400099,76401363,10,10,2006,1,7640001,7640001,399.495,473.428,424.417
76400099,76401403,11,6,2006,1,7640001,7640001,362.902,374.591,383.49
76400099,76402415,10,6,2006,1,7640002,7640002,442.395,411.044,454.157
76400099,76402524,10,11,2006,2,7640001,7640002,337.304,376.898,336.895
76400099,76402728,10,2,2007,1,7640002,7640002,352.106,392.285,363.546
76400099,76403519,9,12,2006,2,7640001,7640001,370.082,384.373,366.38
76400099,76403549,10,3,2007,2,7640001,7640002,319.781,394.375,305.404
76400099,76404043,10,10,2006,1,7640002,7640002,440.016,483.863,480.426
76400099,76404104,10,7,2006,1,7640001,7640002,399.06,342.862,503.049
76400099,76404378,10,11,2006,2,7640001,7640001,350.24,290.59,312.267
76400099,76404525,10,10,2006,1,7640001,7640001,454.326,457.199,451.329
76400099,76405009,10,4,2007,1,7640001,7640002,331.334,305.989,349.147
76400099,76405204,10,11,2006,2,7640002,7640002,319.096,304.615,244.759
76400099,76405320,10,3,2007,1,7640001,7640002,373.48,300.672,370.079
76400099,76405425,10,9,2006,2,7640001,7640002,359.158,315.213,384.35
76400099,76405474,10,8,2006,1,7640001,7640001,335.171,340.164,396.137
76400099,76405736,10,2,2007,2,7640001,7640001,311.934,204.533,237.575
76400099,76406007,10,7,2006,2,7640001,7640002,432.245,434.553,514.534
76400099,76406224,10,4,2007,2,7640001,7640001,412.714,393.153,420.209
76400099,76406345,10,2,2007,1,7640001,7640002,416.427,416.414,420.121
76400099,76406559,10,10,2006,1,7640001,7640001,376.559,386.621,338.492
76400099,76406774,10,3,2007,2,7640001,7640001,355.996,319.503,378.398
76400099,76407127,10,11,2006,1,7640001,7640002,239.105,242.919,277.875
76400099,76407320,9,3,2007,1,7640001,7640002,273.255,280.982,302.332
76400099,76407496,10,10,2006,1,7640002,7640001,366.424,437.16,362.307
76400099,76407633,10,2,2007,1,7640002,7640002,396.916,374.624,379.601
76400099,76407699,10,8,2006,1,7640001,7640002,253.794,253.931,278.699
76400099,76407783,10,1,2007,1,7640001,7640001,351.407,251.386,365.433
76400099,76407846,10,1,2007,1,7640001,7640002,348.881,322.584,395.08
